,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
448,2022,SE,FT,Data Engineer,180000,US,100,US,M
449,2022,EN,FT,ML Engineer,21983,PT,100,PT,L
450,2022,SE,FT,Data Engineer,80000,US,100,US,M
451,2022,MI,FT,Machine Learning Developer,78791,CA,100,CA,M
452,2022,EX,FT,Director of Data Science,196979,CA,50,CA,L
453,2022,MI,FT,Machine Learning Engineer,120000,US,100,US,S
454,2022,EN,FT,Computer Vision Engineer,125000,US,0,US,M
455,2022,MI,FT,NLP Engineer,37236,US,50,US,L
456,2022,SE,FT,Data Engineer,105000,US,100,US,M
457,2022,SE,FT,Lead Machine Learning Engineer,87932,DE,0,DE,M
458,2022,MI,FT,Business Data Analyst,18442,IN,100,IN,M
459,2022,MI,FT,Data Scientist,31615,IN,100,IN,L
460,2022,MI,FT,Machine Learning Infrastructure Engineer,58255,PT,50,PT,L
461,2022,EN,FT,Financial Data Analyst,100000,US,50,US,L
462,2022,MI,PT,Data Engineer,54957,DE,50,DE,L
463,2022,EN,FT,Data Scientist,18442,IN,100,IN,M
464,2022,SE,FT,Principal Data Scientist,162674,DE,100,DE,M
465,2022,EN,FT,Data Engineer,120000,US,100,US,M
466,2022,SE,FT,Research Scientist,144000,US,50,US,L
467,2022,SE,FT,Data Scientist,104890,US,100,US,M
468,2022,SE,FT,Data Engineer,100000,US,100,US,M
469,2022,SE,FT,Data Scientist,140000,US,100,US,M
470,2022,MI,FT,Data Analyst,135000,US,100,US,M
471,2022,MI,FT,Data Analyst,50000,US,100,US,M
472,2022,SE,FT,Data Scientist,220000,US,100,US,M
473,2022,SE,FT,Data Scientist,140000,US,100,US,M
474,2022,MI,FT,Data Scientist,183228,GB,0,GB,M
475,2022,MI,FT,Data Scientist,91614,GB,0,GB,M
476,2022,SE,FT,Data Scientist,185100,US,100,US,M
477,2022,SE,FT,Machine Learning Engineer,220000,US,100,US,M
478,2022,MI,FT,Data Scientist,200000,US,100,US,M
479,2022,MI,FT,Data Scientist,120000,US,100,US,M
480,2022,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S
481,2022,SE,FT,Machine Learning Engineer,65000,AE,100,AE,S
482,2022,EX,FT,Data Engineer,324000,US,100,US,M
483,2022,EX,FT,Data Engineer,216000,US,100,US,M
484,2022,SE,FT,Data Engineer,210000,US,100,US,M
485,2022,SE,FT,Machine Learning Engineer,120000,US,100,US,M
486,2022,SE,FT,Data Scientist,230000,US,100,US,M
487,2022,EN,PT,Data Scientist,100000,DZ,50,DZ,M
488,2022,MI,FL,Data Scientist,100000,CA,100,US,M
489,2022,EN,CT,Applied Machine Learning Scientist,31875,TN,100,CZ,M
490,2022,SE,FT,Head of Data,200000,MY,100,US,M
491,2022,MI,FT,Principal Data Analyst,75000,CA,100,CA,S
492,2022,MI,FT,Data Scientist,35590,PL,100,PL,L
493,2022,SE,FT,Machine Learning Developer,78791,CA,100,CA,M
494,2022,SE,FT,Data Scientist,100000,BR,100,US,M
495,2022,MI,FT,Machine Learning Scientist,153000,US,50,US,M
496,2022,EN,FT,Data Engineer,58035,PK,100,DE,M
497,2022,SE,FT,Data Scientist,165000,US,100,US,M
498,2022,SE,FT,Research Scientist,93427,FR,50,FR,L
499,2022,EN,FT,Data Scientist,52396,CA,100,CA,L
500,2022,SE,FT,Machine Learning Engineer,62651,NL,100,NL,L
501,2022,MI,FT,Head of Data,32974,EE,100,EE,S
502,2022,EN,FT,Data Scientist,40000,JP,100,MY,L
503,2022,MI,FT,Machine Learning Engineer,87425,AU,100,AU,L
504,2022,SE,FT,Data Engineer,115000,US,100,US,M
505,2022,EN,FT,Data Scientist,86703,AU,50,AU,M
506,2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L
507,2022,MI,FT,Research Scientist,64849,AT,0,AT,L
508,2022,EN,FT,Research Scientist,120000,US,100,US,L
509,2022,MI,FT,Applied Data Scientist,157000,US,100,US,L
510,2022,EN,FT,Computer Vision Software Engineer,150000,AU,100,AU,S
511,2022,MI,FT,Business Data Analyst,70912,CA,50,CA,L
512,2022,EN,FT,Data Engineer,65000,US,100,US,S
513,2022,SE,FT,Machine Learning Engineer,71444,IE,100,IE,S
514,2022,EN,FT,Data Analytics Engineer,20000,PK,0,PK,M
515,2022,MI,FT,Data Scientist,48000,RU,100,US,S
516,2022,SE,FT,Data Science Manager,152500,US,100,US,M
517,2022,MI,FT,Data Engineer,68147,FR,100,FR,M
518,2022,MI,FT,Data Scientist,122346,CH,0,CH,L
519,2022,SE,FT,Applied Data Scientist,380000,US,100,US,L
520,2022,MI,FT,Data Scientist,69336,CA,100,CA,M
521,2022,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M
522,2022,MI,FT,Data Analyst,20000,GR,100,GR,S
523,2022,SE,FT,Data Analytics Lead,405000,US,100,US,L
524,2022,MI,FT,Data Scientist,135000,US,100,US,L
525,2022,SE,FT,Applied Data Scientist,177000,US,100,US,L
526,2022,MI,FT,Data Scientist,78000,US,100,US,M
527,2022,SE,FT,Data Analyst,135000,US,100,US,M
528,2022,SE,FT,Data Analyst,100000,US,100,US,M
529,2022,SE,FT,Data Analyst,90320,US,100,US,M
530,2022,MI,FT,Data Analyst,85000,CA,0,CA,M
531,2022,MI,FT,Data Analyst,75000,CA,0,CA,M
532,2022,SE,FT,Machine Learning Engineer,214000,US,100,US,M
533,2022,SE,FT,Machine Learning Engineer,192600,US,100,US,M
534,2022,SE,FT,Data Architect,266400,US,100,US,M
535,2022,SE,FT,Data Architect,213120,US,100,US,M
536,2022,SE,FT,Data Analyst,112900,US,100,US,M
537,2022,SE,FT,Data Engineer,155000,US,100,US,M
538,2022,MI,FT,Data Scientist,141300,US,0,US,M
539,2022,MI,FT,Data Scientist,102100,US,0,US,M
540,2022,SE,FT,Data Analyst,115934,US,100,US,M
541,2022,SE,FT,Data Analyst,81666,US,100,US,M
542,2022,MI,FT,Data Engineer,206699,US,0,US,M
543,2022,MI,FT,Data Engineer,99100,US,0,US,M
544,2022,SE,FT,Data Engineer,130000,US,100,US,M
545,2022,SE,FT,Data Engineer,115000,US,100,US,M
546,2022,SE,FT,Data Engineer,110500,US,100,US,M
547,2022,SE,FT,Data Engineer,130000,US,100,US,M
548,2022,SE,FT,Data Analyst,99050,US,100,US,M
549,2022,SE,FT,Data Engineer,160000,US,100,US,M
550,2022,SE,FT,Data Scientist,205300,US,0,US,L
551,2022,SE,FT,Data Scientist,140400,US,0,US,L
552,2022,SE,FT,Data Scientist,176000,US,100,US,M
553,2022,SE,FT,Data Scientist,144000,US,100,US,M
554,2022,SE,FT,Data Engineer,200100,US,100,US,M
555,2022,SE,FT,Data Engineer,160000,US,100,US,M
556,2022,SE,FT,Data Engineer,145000,US,100,US,M
557,2022,SE,FT,Data Engineer,70500,US,0,US,M
558,2022,SE,FT,Data Scientist,205300,US,0,US,M
559,2022,SE,FT,Data Scientist,140400,US,0,US,M
560,2022,SE,FT,Analytics Engineer,205300,US,0,US,M
561,2022,SE,FT,Analytics Engineer,184700,US,0,US,M
562,2022,SE,FT,Data Engineer,175100,US,100,US,M
563,2022,SE,FT,Data Engineer,140250,US,100,US,M
564,2022,SE,FT,Data Analyst,116150,US,100,US,M
565,2022,SE,FT,Data Engineer,54000,US,0,US,M
566,2022,SE,FT,Data Analyst,170000,US,100,US,M
567,2022,MI,FT,Data Analyst,65438,GB,0,GB,M
568,2022,SE,FT,Data Analyst,80000,US,100,US,M
569,2022,SE,FT,Data Scientist,140000,US,100,US,M
570,2022,SE,FT,Data Scientist,210000,US,100,US,M
571,2022,SE,FT,Data Scientist,140000,US,100,US,M
572,2022,SE,FT,Data Analyst,100000,US,100,US,M
573,2022,SE,FT,Data Analyst,69000,US,100,US,M
574,2022,SE,FT,Data Scientist,210000,US,100,US,M
575,2022,SE,FT,Data Scientist,140000,US,100,US,M
576,2022,SE,FT,Data Scientist,210000,US,100,US,M
577,2022,SE,FT,Data Analyst,150075,US,100,US,M
578,2022,SE,FT,Data Engineer,100000,US,100,US,M
579,2022,SE,FT,Data Engineer,25000,US,100,US,M
580,2022,SE,FT,Data Analyst,126500,US,100,US,M
581,2022,SE,FT,Data Analyst,106260,US,100,US,M
582,2022,SE,FT,Data Engineer,220110,US,100,US,M
583,2022,SE,FT,Data Engineer,160080,US,100,US,M
584,2022,SE,FT,Data Analyst,105000,US,100,US,M
585,2022,SE,FT,Data Analyst,110925,US,100,US,M
586,2022,MI,FT,Data Analyst,45807,GB,0,GB,M
587,2022,SE,FT,Data Scientist,140000,US,100,US,M
588,2022,SE,FT,Data Analyst,99000,US,0,US,M
589,2022,SE,FT,Data Analyst,60000,US,100,US,M
590,2022,SE,FT,Data Architect,192564,US,100,US,M
591,2022,SE,FT,Data Architect,144854,US,100,US,M
592,2022,SE,FT,Data Scientist,230000,US,100,US,M
593,2022,SE,FT,Data Scientist,150000,US,100,US,M
594,2022,SE,FT,Data Analytics Manager,150260,US,100,US,M
595,2022,SE,FT,Data Analytics Manager,109280,US,100,US,M
596,2022,SE,FT,Data Scientist,210000,US,100,US,M
597,2022,SE,FT,Data Analyst,170000,US,100,US,M
598,2022,MI,FT,Data Scientist,160000,US,100,US,M
599,2022,MI,FT,Data Scientist,130000,US,100,US,M
600,2022,EN,FT,Data Analyst,67000,CA,0,CA,M
601,2022,EN,FT,Data Analyst,52000,CA,0,CA,M
602,2022,SE,FT,Data Engineer,154000,US,100,US,M
603,2022,SE,FT,Data Engineer,126000,US,100,US,M
604,2022,SE,FT,Data Analyst,129000,US,0,US,M
605,2022,SE,FT,Data Analyst,150000,US,100,US,M
606,2022,MI,FT,AI Scientist,200000,IN,100,US,L
