,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
465,2022,EN,FT,Data Engineer,120000,USA,100,USA,M
466,2022,SE,FT,Other,144000,USA,50,USA,L
467,2022,SE,FT,Data Scientist,104890,USA,100,USA,M
468,2022,SE,FT,Data Engineer,100000,USA,100,USA,M
469,2022,SE,FT,Data Scientist,140000,USA,100,USA,M
470,2022,MI,FT,Data Analyst,135000,USA,100,USA,M
471,2022,MI,FT,Data Analyst,50000,USA,100,USA,M
472,2022,SE,FT,Data Scientist,220000,USA,100,USA,M
473,2022,SE,FT,Data Scientist,140000,USA,100,USA,M
474,2022,MI,FT,Data Scientist,183228,Other,0,Other,M
475,2022,MI,FT,Data Scientist,91614,Other,0,Other,M
476,2022,SE,FT,Data Scientist,185100,USA,100,USA,M
477,2022,SE,FT,Machine Learning Engineer,220000,USA,100,USA,M
478,2022,MI,FT,Data Scientist,200000,USA,100,USA,M
479,2022,MI,FT,Data Scientist,120000,USA,100,USA,M
480,2022,SE,FT,Machine Learning Engineer,120000,Other,100,Other,S
481,2022,SE,FT,Machine Learning Engineer,65000,Other,100,Other,S
482,2022,EX,FT,Data Engineer,324000,USA,100,USA,M
483,2022,EX,FT,Data Engineer,216000,USA,100,USA,M
484,2022,SE,FT,Data Engineer,210000,USA,100,USA,M
485,2022,SE,FT,Machine Learning Engineer,120000,USA,100,USA,M
486,2022,SE,FT,Data Scientist,230000,USA,100,USA,M
487,2022,EN,PT,Data Scientist,100000,Other,50,Other,M
488,2022,MI,FL,Data Scientist,100000,Other,100,USA,M
489,2022,EN,CT,Other,31875,Other,100,Other,M
490,2022,SE,FT,Other,200000,Other,100,USA,M
491,2022,MI,FT,Other,75000,Other,100,Other,S
492,2022,MI,FT,Data Scientist,35590,Other,100,Other,L
493,2022,SE,FT,Other,78791,Other,100,Other,M
494,2022,SE,FT,Data Scientist,100000,Other,100,USA,M
495,2022,MI,FT,Other,153000,USA,50,USA,M
496,2022,EN,FT,Data Engineer,58035,Other,100,Other,M
497,2022,SE,FT,Data Scientist,165000,USA,100,USA,M
498,2022,SE,FT,Other,93427,Other,50,Other,L
499,2022,EN,FT,Data Scientist,52396,Other,100,Other,L
500,2022,SE,FT,Machine Learning Engineer,62651,Other,100,Other,L
501,2022,MI,FT,Other,32974,Other,100,Other,S
502,2022,EN,FT,Data Scientist,40000,Other,100,Other,L
503,2022,MI,FT,Machine Learning Engineer,87425,Other,100,Other,L
504,2022,SE,FT,Data Engineer,115000,USA,100,USA,M
505,2022,EN,FT,Data Scientist,86703,Other,50,Other,M
506,2022,MI,FT,Other,75000,Other,100,USA,L
507,2022,MI,FT,Other,64849,Other,0,Other,L
508,2022,EN,FT,Other,120000,USA,100,USA,L
509,2022,MI,FT,Other,157000,USA,100,USA,L
510,2022,EN,FT,Other,150000,Other,100,Other,S
511,2022,MI,FT,Other,70912,Other,50,Other,L
512,2022,EN,FT,Data Engineer,65000,USA,100,USA,S
513,2022,SE,FT,Machine Learning Engineer,71444,Other,100,Other,S
514,2022,EN,FT,Other,20000,Other,0,Other,M
515,2022,MI,FT,Data Scientist,48000,Other,100,USA,S
516,2022,SE,FT,Other,152500,USA,100,USA,M
517,2022,MI,FT,Data Engineer,68147,Other,100,Other,M
518,2022,MI,FT,Data Scientist,122346,Other,0,Other,L
519,2022,SE,FT,Other,380000,USA,100,USA,L
520,2022,MI,FT,Data Scientist,69336,Other,100,Other,M
521,2022,EN,FT,Other,10000,Other,100,Other,M
522,2022,MI,FT,Data Analyst,20000,Other,100,Other,S
523,2022,SE,FT,Other,405000,USA,100,USA,L
524,2022,MI,FT,Data Scientist,135000,USA,100,USA,L
525,2022,SE,FT,Other,177000,USA,100,USA,L
526,2022,MI,FT,Data Scientist,78000,USA,100,USA,M
527,2022,SE,FT,Data Analyst,135000,USA,100,USA,M
528,2022,SE,FT,Data Analyst,100000,USA,100,USA,M
529,2022,SE,FT,Data Analyst,90320,USA,100,USA,M
530,2022,MI,FT,Data Analyst,85000,Other,0,Other,M
531,2022,MI,FT,Data Analyst,75000,Other,0,Other,M
532,2022,SE,FT,Machine Learning Engineer,214000,USA,100,USA,M
533,2022,SE,FT,Machine Learning Engineer,192600,USA,100,USA,M
534,2022,SE,FT,Other,266400,USA,100,USA,M
535,2022,SE,FT,Other,213120,USA,100,USA,M
536,2022,SE,FT,Data Analyst,112900,USA,100,USA,M
537,2022,SE,FT,Data Engineer,155000,USA,100,USA,M
538,2022,MI,FT,Data Scientist,141300,USA,0,USA,M
539,2022,MI,FT,Data Scientist,102100,USA,0,USA,M
540,2022,SE,FT,Data Analyst,115934,USA,100,USA,M
541,2022,SE,FT,Data Analyst,81666,USA,100,USA,M
542,2022,MI,FT,Data Engineer,206699,USA,0,USA,M
543,2022,MI,FT,Data Engineer,99100,USA,0,USA,M
544,2022,SE,FT,Data Engineer,130000,USA,100,USA,M
545,2022,SE,FT,Data Engineer,115000,USA,100,USA,M
546,2022,SE,FT,Data Engineer,110500,USA,100,USA,M
547,2022,SE,FT,Data Engineer,130000,USA,100,USA,M
548,2022,SE,FT,Data Analyst,99050,USA,100,USA,M
549,2022,SE,FT,Data Engineer,160000,USA,100,USA,M
550,2022,SE,FT,Data Scientist,205300,USA,0,USA,L
551,2022,SE,FT,Data Scientist,140400,USA,0,USA,L
552,2022,SE,FT,Data Scientist,176000,USA,100,USA,M
553,2022,SE,FT,Data Scientist,144000,USA,100,USA,M
554,2022,SE,FT,Data Engineer,200100,USA,100,USA,M
555,2022,SE,FT,Data Engineer,160000,USA,100,USA,M
556,2022,SE,FT,Data Engineer,145000,USA,100,USA,M
557,2022,SE,FT,Data Engineer,70500,USA,0,USA,M
558,2022,SE,FT,Data Scientist,205300,USA,0,USA,M
559,2022,SE,FT,Data Scientist,140400,USA,0,USA,M
560,2022,SE,FT,Other,205300,USA,0,USA,M
561,2022,SE,FT,Other,184700,USA,0,USA,M
562,2022,SE,FT,Data Engineer,175100,USA,100,USA,M
563,2022,SE,FT,Data Engineer,140250,USA,100,USA,M
564,2022,SE,FT,Data Analyst,116150,USA,100,USA,M
565,2022,SE,FT,Data Engineer,54000,USA,0,USA,M
566,2022,SE,FT,Data Analyst,170000,USA,100,USA,M
567,2022,MI,FT,Data Analyst,65438,Other,0,Other,M
568,2022,SE,FT,Data Analyst,80000,USA,100,USA,M
569,2022,SE,FT,Data Scientist,140000,USA,100,USA,M
570,2022,SE,FT,Data Scientist,210000,USA,100,USA,M
571,2022,SE,FT,Data Scientist,140000,USA,100,USA,M
572,2022,SE,FT,Data Analyst,100000,USA,100,USA,M
573,2022,SE,FT,Data Analyst,69000,USA,100,USA,M
574,2022,SE,FT,Data Scientist,210000,USA,100,USA,M
575,2022,SE,FT,Data Scientist,140000,USA,100,USA,M
576,2022,SE,FT,Data Scientist,210000,USA,100,USA,M
577,2022,SE,FT,Data Analyst,150075,USA,100,USA,M
578,2022,SE,FT,Data Engineer,100000,USA,100,USA,M
579,2022,SE,FT,Data Engineer,25000,USA,100,USA,M
580,2022,SE,FT,Data Analyst,126500,USA,100,USA,M
581,2022,SE,FT,Data Analyst,106260,USA,100,USA,M
582,2022,SE,FT,Data Engineer,220110,USA,100,USA,M
583,2022,SE,FT,Data Engineer,160080,USA,100,USA,M
584,2022,SE,FT,Data Analyst,105000,USA,100,USA,M
585,2022,SE,FT,Data Analyst,110925,USA,100,USA,M
586,2022,MI,FT,Data Analyst,45807,Other,0,Other,M
587,2022,SE,FT,Data Scientist,140000,USA,100,USA,M
588,2022,SE,FT,Data Analyst,99000,USA,0,USA,M
589,2022,SE,FT,Data Analyst,60000,USA,100,USA,M
590,2022,SE,FT,Other,192564,USA,100,USA,M
591,2022,SE,FT,Other,144854,USA,100,USA,M
592,2022,SE,FT,Data Scientist,230000,USA,100,USA,M
593,2022,SE,FT,Data Scientist,150000,USA,100,USA,M
594,2022,SE,FT,Other,150260,USA,100,USA,M
595,2022,SE,FT,Other,109280,USA,100,USA,M
596,2022,SE,FT,Data Scientist,210000,USA,100,USA,M
597,2022,SE,FT,Data Analyst,170000,USA,100,USA,M
598,2022,MI,FT,Data Scientist,160000,USA,100,USA,M
599,2022,MI,FT,Data Scientist,130000,USA,100,USA,M
600,2022,EN,FT,Data Analyst,67000,Other,0,Other,M
601,2022,EN,FT,Data Analyst,52000,Other,0,Other,M
602,2022,SE,FT,Data Engineer,154000,USA,100,USA,M
603,2022,SE,FT,Data Engineer,126000,USA,100,USA,M
604,2022,SE,FT,Data Analyst,129000,USA,0,USA,M
605,2022,SE,FT,Data Analyst,150000,USA,100,USA,M
606,2022,MI,FT,Other,200000,Other,100,USA,L
